iter	Logloss
468	0.01119871377
469	0.01117396466
470	0.01115549142
471	0.01114648968
472	0.01114044614
473	0.01111393598
474	0.0110503797
475	0.01101446806
476	0.01099422026
477	0.01098420608
478	0.01092532478
479	0.01089864712
480	0.01088690696
481	0.0108751102
482	0.01081978648
483	0.01080762635
484	0.01077185388
485	0.01074121705
486	0.01071421713
487	0.01069007877
488	0.01066652411
489	0.01063912001
490	0.01061953879
491	0.01060275194
492	0.01058717035
493	0.01052993096
494	0.01051388168
495	0.01046586846
496	0.01045669736
497	0.01043414258
498	0.01037465648
499	0.01036302161
500	0.01035428261
501	0.01033648278
502	0.01032577399
503	0.01031827791
504	0.01025659435
505	0.0102290947
506	0.01019331736
507	0.01018820174
508	0.01017704809
509	0.01014950829
510	0.01013642792
511	0.01011735141
512	0.01010459459
513	0.01007467759
514	0.01000704095
515	0.009988730035
516	0.009979385801
517	0.009937391884
518	0.009887572492
519	0.009872976611
520	0.009840162986
521	0.009831066883
522	0.009796090203
523	0.009734777375
524	0.009707236065
525	0.009697207714
526	0.009647837078
527	0.009643421803
528	0.009604143796
529	0.009583924775
530	0.009567510388
531	0.009554293563
532	0.009537997777
533	0.009532259174
534	0.009524568532
535	0.009507491561
536	0.009461232026
537	0.00943243578
538	0.009405372227
539	0.009382291643
540	0.009369056097
541	0.009363120765
542	0.009302850345
543	0.00929544008
544	0.009274883653
545	0.009254784964
546	0.009245212295
547	0.009230892788
548	0.009176717096
549	0.009133339686
550	0.009118415056
551	0.009096448841
552	0.009090482235
553	0.009084977371
554	0.009075975629
555	0.009063395201
556	0.009052530044
557	0.009023994265
558	0.008983009427
559	0.008956691348
560	0.00894157356
561	0.008929621845
562	0.008918213787
563	0.008879160213
564	0.008829732008
565	0.00882620851
566	0.008820270797
567	0.008793865391
568	0.008761044949
569	0.008753164394
570	0.008742619437
571	0.008725281134
572	0.008721037375
573	0.008707729977
574	0.008700392431
575	0.008646471038
576	0.008621985101
577	0.008578868915
578	0.008562500301
579	0.008555199872
580	0.008545864295
581	0.008524698093
582	0.008472206075
583	0.00846734529
584	0.008454694091
585	0.00844981675
586	0.008438406637
587	0.00841948086
588	0.008402096242
589	0.008394606116
590	0.008377073031
591	0.008364201079
592	0.008364114509
593	0.008327632057
594	0.008321269286
595	0.008316939066
596	0.008308250923
597	0.008275837467
598	0.008275859975
599	0.008258302542
600	0.008222357905
601	0.008201942587
602	0.008185342182
603	0.00818032633
604	0.008169693072
605	0.00816487027
606	0.00813305144
607	0.008113909779
608	0.008081173959
609	0.008046404182
610	0.008039204931
611	0.008012061518
612	0.007970394293
613	0.007970394293
614	0.007953373485
615	0.007935718769
616	0.007922599011
617	0.007916403212
618	0.007911066185
619	0.007905058242
620	0.007871695116
621	0.007858366941
622	0.007843800602
623	0.007843739137
624	0.007835335051
625	0.007829095102
626	0.0078180844
627	0.007786512402
628	0.007778781721
629	0.007735375526
630	0.007704338637
631	0.007696305828
632	0.007676798951
633	0.0076448652
634	0.007644867039
635	0.007637878911
636	0.007609771002
637	0.007609759748
638	0.007603304997
639	0.007591000727
640	0.0075806894
641	0.007580470379
642	0.007568681306
643	0.007563436044
644	0.007538266746
645	0.007507206376
646	0.00749627099
647	0.007455812063
648	0.007455788689
649	0.007443802129
650	0.007439497988
651	0.007429507836
652	0.00741814631
653	0.007415280742
654	0.007389263061
655	0.007357141778
656	0.007350952038
657	0.007341027571
658	0.007312557476
659	0.007272332504
660	0.007253278496
661	0.007253278929
662	0.007253240514
663	0.007253262048
664	0.007253222767
665	0.007247366646
666	0.007247375303
667	0.007247415991
668	0.007247357123
669	0.007247357123
670	0.007247357123
671	0.007247357123
672	0.007247357123
673	0.007247357123
674	0.007247340026
675	0.007247336022
676	0.007247338186
677	0.007247337753
678	0.007247290573
679	0.007247216556
680	0.00724714849
681	0.007247114403
682	0.007247151196
683	0.00722228684
684	0.007222285975
685	0.007222225268
686	0.007222227973
687	0.007222212066
688	0.007222154389
689	0.007222156986
690	0.007222135343
691	0.007222137183
692	0.007222058296
693	0.00722208167
694	0.007222065222
695	0.007222044553
696	0.007222025508
697	0.007222027888
698	0.007222020746
699	0.007222061759
700	0.007222078207
701	0.007222026373
702	0.007222008086
703	0.007222063598
704	0.007221988716
705	0.00722194489
706	0.007221957875
707	0.007221984387
708	0.007221958633
709	0.007221930714
710	0.007221970103
711	0.007221937964
712	0.007221948461
713	0.007221862324
714	0.007221866544
715	0.007221843062
716	0.007221861783
717	0.007221845334
718	0.007221766123
719	0.007221754977
720	0.007221805079
721	0.0072217566
722	0.007221744589
723	0.007221756168
724	0.007221725002
725	0.007221725976
726	0.007221730629
727	0.007221722838
728	0.007221731603
729	0.007221667001
730	0.007221664404
731	0.007219201385
732	0.007219192728
733	0.007219192512
734	0.007219195434
735	0.007214533543
736	0.007214533543
737	0.00721456092
738	0.007214557458
739	0.007188305173
740	0.007188303874
741	0.007178366854
742	0.007178364798
743	0.00715201339
744	0.007151992938
745	0.007151983956
746	0.007151983956
747	0.00715196318
748	0.007151949653
749	0.007151940672
750	0.007151940672
751	0.007151940672
752	0.007150734322
753	0.007150734322
754	0.007150805201
755	0.007150765487
756	0.007150746442
757	0.007150765595
758	0.007150733456
759	0.007150698395
760	0.007150721444
761	0.007150723933
762	0.007150708026
763	0.007150635199
764	0.007150672857
765	0.007143952554
766	0.007119908772
767	0.007109680336
768	0.007109633588
769	0.007109627528
770	0.007109608483
771	0.00710960199
772	0.007109558597
773	0.007109580889
774	0.007109569418
775	0.007109565198
776	0.007109521372
777	0.007109511958
778	0.007077633394
779	0.007077555915
780	0.007077555915
781	0.00707755981
782	0.007077587512
783	0.00707753503
784	0.007076123726
785	0.007070446804
786	0.007070456327
787	0.007070386638
788	0.007060579473
789	0.007060549282
790	0.007060514113
791	0.007060492687
792	0.007060466608
793	0.007060449618
794	0.007059033878
795	0.007059035068
796	0.007059035176
797	0.007053320597
798	0.007041034289
799	0.00704102639
800	0.007032942612
801	0.007007677223
802	0.007003886007
803	0.007003908948
804	0.006965487658
805	0.006965494908
806	0.006965432686
807	0.006965432686
808	0.006965442641
809	0.006965442641
810	0.006965442641
811	0.006965409853
812	0.006965452489
813	0.006943198537
814	0.006943152114
815	0.006943141185
816	0.006943192369
817	0.006943145188
818	0.006943105799
819	0.006943105799
820	0.006943105799
821	0.006943098874
822	0.006943085888
823	0.006943085888
824	0.006943050827
825	0.006943068358
826	0.006943063813
827	0.006943014901
828	0.006943049096
829	0.006943012304
830	0.006942992826
831	0.006943020095
832	0.006943001915
833	0.006943015442
834	0.006943014035
835	0.006942995423
836	0.006942955709
837	0.00694301739
838	0.006942983736
839	0.006943007975
840	0.006942958739
841	0.006942939152
842	0.006942940018
843	0.006942943481
844	0.006942933092
845	0.006942959929
846	0.006942905715
847	0.006942833104
848	0.00694284003
849	0.006942842627
850	0.006942859075
851	0.006942870762
852	0.006942853881
853	0.006942833537
854	0.006942823149
855	0.00694283397
856	0.006942838731
857	0.006942812436
858	0.006942807999
859	0.00694276439
860	0.006942746535
861	0.006942730086
862	0.00694261668
863	0.006942628042
864	0.006942611053
865	0.006942594172
866	0.006942591142
867	0.006942584974
868	0.006933410958
869	0.006933455109
870	0.006933455109
871	0.006933386177
872	0.00693340057
873	0.006933414854
874	0.00693339267
875	0.006933315298
876	0.006933337806
877	0.006933299283
878	0.006933332179
879	0.006929731742
880	0.006929734772
881	0.006929718649
882	0.006929688782
883	0.006929736937
884	0.006915828203
885	0.006915844327
886	0.006915844327
887	0.006906430513
888	0.006906417635
889	0.006906401512
890	0.006904673579
891	0.006904631701
892	0.006904649448
893	0.006904594043
894	0.006904618715
895	0.006904618715
896	0.006904604431
897	0.006904617309
898	0.006904586252
899	0.006904654642
900	0.006904594043
901	0.006904606596
902	0.006904587009
903	0.006904574565
904	0.006904513209
905	0.006904507257
906	0.006904508772
907	0.006899235266
908	0.006899224228
909	0.006899238404
910	0.006899199772
911	0.006899179428
912	0.0068991751
913	0.0068991751
914	0.006899136576
915	0.006899165577
916	0.006899148263
917	0.006899070458
918	0.006898132042
919	0.006885275456
920	0.006885229574
921	0.006885265176
922	0.006876260079
923	0.006876242765
924	0.006876155222
925	0.0068761299
926	0.006874560282
927	0.00685998929
928	0.006859955636
929	0.006859955527
930	0.006828205737
931	0.006828226622
932	0.006822157647
933	0.006808753183
934	0.006808756105
935	0.006808722018
936	0.006808728402
937	0.0068087007
938	0.006808669535
939	0.006808655576
940	0.006808679599
941	0.006808655792
942	0.006808655792
943	0.006808649732
944	0.006808591622
945	0.006808537516
946	0.006808534486
947	0.006808511112
948	0.006808473022
949	0.006808497802
950	0.006808497802
951	0.00680849553
952	0.00680849553
953	0.00680849553
954	0.00680847551
955	0.006808474753
956	0.006808474753
957	0.006808462958
958	0.006808410258
959	0.006808371735
960	0.006808383097
961	0.00680832845
962	0.00680834176
963	0.006808300315
964	0.006808292091
965	0.006808292091
966	0.006808292091
967	0.006808292091
968	0.006808311677
969	0.006808257463
970	0.006808252377
971	0.006808276508
972	0.00680392075
973	0.006803935034
974	0.006803890883
975	0.006803869241
976	0.006803829419
977	0.00680375973
978	0.006803803772
979	0.006794934158
980	0.006794927232
981	0.006794879186
982	0.006794845099
983	0.006794872693
984	0.006794848886
985	0.006794818587
986	0.006794798243
987	0.006794791209
988	0.00679474457
989	0.006794737319
990	0.006794737211
991	0.006794696956
992	0.006794642417
993	0.006794578356
994	0.006794628566
995	0.00679456721
996	0.006794591341
997	0.006794579221
998	0.006794558012
999	0.00679454362
